page,block_type,character,text,explicit_tone,scene
84,DIALOGUE,FARHAN,ls fjVk;ZM Fkha vkSj T;knkrj Vk;ZM jgrh FkhaA,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,leaking roof. His mother was a retired,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,cki fdlh t+ekus esa iksLVekLVj Fks] ijSfyfll,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,school teacher and a tireless complainer.,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,ds ckn ckWMh vk/kh cUn gks xbZ vkSj lSyjh,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,iwjh vkSj cgu,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,shut down his body partly and his salary,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,completely. And the sister,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,waiting to be served their meal. Raju’s,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,FARHAN,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,vëkbZl dh gks xbZ gS dEeksA ek:fr,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,ekaxrs gSa ngst esaA vjs rw i<+sxk fy[ksxk ughaa,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,rks 'kknh dSls gksxh bldh\,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,"and earn, how will she marry?",,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,boys.,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,dEeks,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,KAMMO,fHkUMh yhft;s ukA,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,KAMMO,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,irk gS rq>s] fHkUMh ckjg #i;s fdyks gks xbZ,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,gSA vkSj xksHkh nl dh!,,INT. EXT. RAJU’S HOUSE
84,DIALOGUE,RAJU’S MOTHER,caulifl ower is Rs.,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,ywV eph gS lkjs ns'k esa! vkSj mlij rsjh,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,",slh fpfë;k¡ vk,axh dkWyst ls] rks crk ge",,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,we get warnings from your college?,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,[kk;saxs D;k!,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,jktw,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU,ek¡,embarrassed,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU,dEeks,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,KAMMO,iuhj ysaxs\,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,KAMMO,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,iuhj rks csVk dqN fnuksa esa bÙkh&bÙkh Fkkfy;ksa,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,esa lqukj dh nqdku esa fcdsxk,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,"jewellers, in velvet pouches.",,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,discomfort.,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,dEeks,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,KAMMO,iuhj nwa\,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,FARHAN,ughaa] ughaa] cl cl] FkSad ;wA,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,FARHAN,jktw,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU,eka rw jgus ns uk vHkh] ;s D;k,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,;s vPNk gS cPpksa ds fy;s dekvks] ukSdjkuh,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,dh rjg dke djks vkSj mlds ckn ekSu ozr,,INT. EXT. RAJU’S HOUSE
85,DIALOGUE,RAJU’S MOTHER,and then take the vow of silence. If not,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,j[kksA vjs ?kj dh leL;k gS rks csVs dks,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,"with my son, with whom do I share my",,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,ugha crkÅaxh rks vkSj fdls crkÅaxh\ mlds,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,woes his friends?,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,nksLrksa dks\,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,"first bites, stop. Raju, fed up of the",,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,"whining, pushes away his plate and walks",,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,out in a huff.,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,jktw!,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,"morsels still in their raised hands, inches",,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,away from their mouths.,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,cM+h nqfo/kk FkhA nksLr dks lEHkkyrs dh nksLr,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,dh eka ds vkalw iksNrsA geus lkspk gVks ;kj],,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,comfort our friend or console his mom?,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,eVj iuhj is dkUluVªSV djksA,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,cottage cheese.,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,start chewing.,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,sounds.,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,scratches his chest with her rolling pin.,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,mouths agape with shock.,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,FARHAN,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,"budh ,Xt+hek dh Øhe Hkh vc iPpiu #i;s",,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,dh vkrh gSA,,INT. EXT. RAJU’S HOUSE
86,DIALOGUE,RAJU’S MOTHER,now.,,INT. EXT. RAJU’S HOUSE
87,DIALOGUE,RAJU’S MOTHER,"pin. A hair, fresh off her husband’s eczema-",,INT. EXT. RAJU’S HOUSE
87,DIALOGUE,RAJU’S MOTHER,"infected chest, gets rolled into the dough.",,INT. EXT. RAJU’S HOUSE
87,DIALOGUE,RAJU’S MOTHER,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE
87,DIALOGUE,RAJU’S MOTHER,vkSj jksVh nwa csVk\,,INT. EXT. RAJU’S HOUSE
87,DIALOGUE,RAJU’S MOTHER,emphatically.,,INT. EXT. RAJU’S HOUSE
87,DIALOGUE,FARHAN RANCHO,ugha a ugha a vka VhA cl] gks x;k] is V Hkj x;kA,,INT. EXT. RAJU’S HOUSE
87,DIALOGUE,LATER,down a street. Rancho suddenly starts,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,LATER,laughing.,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,LATER,jSUpks,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,RANCHO,fHkUMh ckjg #i;s dh,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,FARHAN,xksHkh nl dh,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,FARHAN,jktw,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,RAJU,vjs de ls de [kkuk vkWQj rks fd;kA rsjs,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,RAJU,your sadistic dad ‘Hitler’ Qureshi!,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,FARHAN,gk¡ gk¡] rsjh eka rks enj Vsjslk gaS! [kqtyh okyh,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,FARHAN,jksVh f[kyk jgh FkhA,,EXT. ROADSIDE MOMENTS
87,DIALOGUE,FARHAN,us ‘eczema roti’!,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,intervenes.,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,jktw,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RAJU,esjh eka dks ysdss et+kd ughaa djus dk!,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,jSUpks,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,jktw! NksM+ ;kj rqe yksx D;k >xM+k dj jgs,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,gks! Hkw[k yxh gS ;kjA dgha ckgj pyrs gSa],,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,"[kkuk [kkus ds fy,A",,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,"eUFk&,UM gS ;kjA iSlk D;k bldh enj Vsjslk",,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,nsxh\,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,jSUpks,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,"vks, [kkuk [kkus ds fy, iSls ugha yxrs]",,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,;wfuQkWeZ yxrh gS] ;wfuQkWeZA,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,a uniform.,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,wedding venue.,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,jSUpks,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,oks ns[kA,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,mischief.,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,jSUpks,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,RANCHO,py!,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,py,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,enthusiastically and Raju follows them,,EXT. ROADSIDE MOMENTS
88,DIALOGUE,FARHAN,both reluctantly.,,EXT. ROADSIDE MOMENTS
89,DIALOGUE,CONTINUOUS,pagdis and carrying white envelopes. They,,"EXT. GATE, WEDDING VENUE"
89,DIALOGUE,CONTINUOUS,greet the hosts at the gate with enthusiastic,,"EXT. GATE, WEDDING VENUE"
89,DIALOGUE,CONTINUOUS,familiarity.,,"EXT. GATE, WEDDING VENUE"
89,DIALOGUE,CONTINUOUS,jSUpks Qjgku,,"EXT. GATE, WEDDING VENUE"
89,DIALOGUE,RANCHO FARHAN,ueLrs] ueLrsA,,"EXT. GATE, WEDDING VENUE"
89,DIALOGUE,RANCHO FARHAN,jSUpks,,"EXT. GATE, WEDDING VENUE"
89,DIALOGUE,RANCHO,vksg vady!,,"EXT. GATE, WEDDING VENUE"
89,DIALOGUE,CONTINUOUS,hails a waiter.,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,CONTINUOUS,jSUpks,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,RANCHO,vjs lqu] rhu yktZ oksMdk ysds vkA,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,FARHAN,gkWQ lksMk] gkWQ ikuhA,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,FARHAN,jktw,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,RAJU,;kj ejokvksxs ;kj rqe yksxA,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,RAJU,jSUpks,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,RANCHO,vkSj LVkjVlZ esa D;k gS\,to the waiter,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,RANCHO,carrying.,,"INT. HALL, WEDDING VENUE"
89,DIALOGUE,FARHAN,;kj tks Hkh gS] nks&nks IysV ys vkA,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,FARHAN,relieves the waiter of his entire tray of,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,FARHAN,snacks.,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,FARHAN,jSUpks,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,RANCHO,vkSj ;s NksM+ nsA vkSj E;wftd past dj ;kj,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,RANCHO,dqN xt+y ot+y yxkA,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,RANCHO,music.,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,RANCHO,them. They look in its direction. And,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,RANCHO,see the fl ashily dressed SUHAS holds up,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,RANCHO,to the boys.,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS (O.S.),lqgkl,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,";s d;k iguk gS\ CyMh ,sVhUFk lsUpqjh dh",,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,okWpA fi;k] yksx D;k cksysaxs] lqgkl dh,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,of junk? What’ll people say “Suhas,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,fQ;kUlh dks ns[kks] MkWDVj cuus okyh gS] ij,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,"fi ancée a doctor in the making, wearing",,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,nks lkS #i;s dh ?kM+h igurh gSA Iyht+ Vsd,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,"a cheap, 200-rupee watch!” Please take it",,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,bV vkWQA FkSad ;wA,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,off. Thank you.,,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,"respond to Suhas, Suhas is accosted by a",,"INT. HALL, WEDDING VENUE"
90,DIALOGUE,SUHAS,"jewel-bedecked, perfectly coiffed, distant",,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,SUHAS,vkaVh,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,AUNTY,esaM~kys ls gSaA,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,AUNTY,lqgkl,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,SUHAS,esaM~kys] okWoA,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,SUHAS,vkaVh,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,AUNTY,gs Y;sV~l xks ehV MsfoM] pyks rqEgsa feykrh,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,AUNTY,gw¡,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,SUHAS,"to Pia and indicates his watch, reminding",,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,SUHAS,her of his instructions.,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,SUHAS,"his table. Armed with a bouquet of fl owers,",,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,SUHAS,he taps Pia on the shoulder.,,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,PIA,"with a gracious smile, holding the fl owers",,"INT. HALL, WEDDING VENUE"
91,DIALOGUE,PIA,"in one hand, a drink in the other.",,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,glass with her drink in it. Pia is taken,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,aback.,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,vki Xykl Qsad ds ekjsaxh] esjk lj QV,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,tk;sxkA,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,PIA,eSa vkidks D;ksa ek:axh\,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,okyk gw¡A,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,PIA,jSUpks,curiously,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,"ml x/ks ls dHkh 'kknh er dfj,A",,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,PIA,jSUpks,coldly,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,oks vkneh ughaa] izkbl VSx gS] izkbl VSxA,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,tag.,,"INT. HALL, WEDDING VENUE"
92,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,jSUpks,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,ft+Unxh Hkj vkidks vyx vyx izksMDVl ds,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,nke crk crk ds idk nsxkA,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,brands and prices.,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,tries to get a word in edgeways.,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,jSUpks,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,vkidh ykbQ cckZn gks tk;sxh] ;wvj ¶;wpj,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,foy ch fQfu'k~MA Msekss nwa\ mlds twrs fdrus,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,fi nished. Want a demonstration? Shall I,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,ds gSa] irk d:a\ eSa ughaa iwNwaxkA oks [kqn,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,fi nd out the price of his shoes? I won’t,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,crk;sxkA tLV lhA gksYMA,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,ask. He’ll announce it himself. Just see.,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,"drink back to her and walks off, towards",,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,fascinated.,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,"mint chutney from his tray, and gestures",,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,to him to follow him. He then walks by,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,empties the bowl on his shoes. Pia gasps in,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,"shock. As Rancho strolls on unnoticed, the",,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,RANCHO,waiter tries to make a quick getaway.,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,AUNTY,lqgkl,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,SUHAS,gs gs gs! D;k! vjs D;k fd;k HkkbZ\,to the waiter,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,SUHAS,shoes!,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,SUHAS,vjs rhu lkS MkWyj ds 'kwt+ gSa! iqnhus dh pVuh,,"INT. HALL, WEDDING VENUE"
93,DIALOGUE,SUHAS,vkWu ekb 300&MkWyj 'kwt+A,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,SUHAS,walks back to Pia.,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,SUHAS,jSUpks,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,RANCHO,ugha rks tkus nksA,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,RANCHO,or leave it.,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,SUHAS,the shoulder.,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,SUHAS,fi;k,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,PIA,"pointed in. And sees Rancho, Farhan and",,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,PIA,the buffet.,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,DIRECTOR,;s rks es js LVw MUVl gS a A ;s ;gk¡ D;k dj jgs gS a,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,DIRECTOR,them. Pia stops him. She has a look of,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,DIRECTOR,glee and resolution on her face.,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,DIRECTOR,fi;k,,"INT. HALL, WEDDING VENUE"
94,DIALOGUE,PIA,",d lSds.M] MSMA",,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,keep adding to the mounds of food in their,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,"plates, discussing the spread reverentially.",,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,RANCHO,;l Nksys cgqr vPNs yx jgs gaS ;kj Lesfyax,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,RANCHO,oSjh xqM ;kjA,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,FARHAN,"vcs] iwjh ds fy, txg ughaa gSA",,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,FARHAN,jSUpks,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,RANCHO,",MtWLV dj ysuk lkbM esaA",,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,FARHAN,vPNk,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,RANCHO,gs! gk;!,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,vkius esjh vka[ks [kksy nhA FkSad ;w lks epA,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,much.,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,stands behind the trio.,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,RANCHO,"vksg gks gks gks! vjs] ,slh D;k ckr gS] oks",,"INT. HALL, WEDDING VENUE"
95,DIALOGUE,RANCHO,rks esjk QtZ+ FkkA,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,;k] ;k,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,"esjs MSM lqgkl ds lkFk ;s ,axsTeUV rksM+us ugha",,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,"nsaxsA vki bruk vPNk ,DlIysu djrs gSa] vxj",,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,"vki mudks Hkh ,d Mseks ns nsa rks---",,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,demo too? Certainly.,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,gk¡ gk¡ D;ksaa ughaa D;ksaa ughaa Msekss nsaxsA jktw,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,pVuh nsA,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,jktw,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RAJU,gk¡A,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,vjs! dgk¡ gS MSMh vkids\,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,fcYdqy vkids ihNsA,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,vksg!,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,action their hands go over their hearts and,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,they start mumbling.,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RANCHO,jktw jSUpks Qjgku,,"INT. HALL, WEDDING VENUE"
96,DIALOGUE,RAJU RANCHO FARHAN,vkWy bt+ osy vkWy bt+ osyA,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,RAJU RANCHO FARHAN,fi;k,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,PIA,ugha rks tkus nksA,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,PIA,or leave it.,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,DIRECTOR,rqe yksx ;gk¡ D;k dj jgs gks\,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,DIRECTOR,the white envelope from his pocket.,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,DIRECTOR,jSUpks,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,RANCHO,lj fyQkQk nsds vkrs gSa lj] LVst isA,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,RANCHO,hand.,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,RANCHO,fi;k,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,PIA,eq>s ns nksA esjh cgu dh 'kknh gSA,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,PIA,wedding.,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,PIA,from Pia to the Director to the bride on,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,PIA,stage.,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,PIA,jSUpks,,"INT. HALL, WEDDING VENUE"
97,DIALOGUE,RANCHO,vksg! cgu! lj] vkidh VksVy fdruh csfV;ka,,"INT. HALL, WEDDING VENUE"
